matchId,queueId,Diff-A,Diff-K,Diff_CS,Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_Inhibitor,Diff_LV,Diff_WARDkill,Diff_WARDplaced,Diff_jglCS,dragonType,result
KR_6738481176,420,9,6,-1,1,1,1,1,0,5,-6,10,15,4,1
KR_6753261830,420,24,22,89,1,1,1,1,0,8,4,11,17,3,1
KR_6752450615,420,-16,-6,17,-1,-1,1,1,0,-3,-2,-30,-12,1,1
KR_6752112697,420,4,-6,6,-1,0,1,-1,0,0,5,-9,-27,0,1
KR_6745482356,420,7,2,-8,1,1,1,1,0,2,1,12,11,2,1
KR_6753289430,420,20,11,-14,1,1,1,1,0,2,-1,15,-14,4,1
KR_6752497161,420,0,-1,-39,-1,-1,1,0,0,0,-4,-7,-2,4,1
KR_6746140011,420,20,15,59,1,0,1,1,0,5,5,-3,43,0,1
KR_6748417149,420,12,7,7,1,1,1,1,0,0,0,0,-13,2,1
KR_6743781081,420,22,16,73,1,1,1,1,0,5,4,-3,-33,2,1
KR_6746195042,420,16,8,-41,1,-1,-1,1,0,1,4,-3,11,5,1
KR_6721142113,420,10,6,19,1,1,-1,-1,0,2,-4,-7,36,1,1
KR_6750533427,420,4,1,-15,1,-1,-1,-1,0,-2,-3,78,-2,3,1
KR_6745569049,420,19,11,17,1,-1,1,1,0,3,-5,13,19,3,1
KR_6752526258,420,3,-1,-37,-1,-1,1,0,0,3,-2,45,6,2,1
KR_6746626943,420,-4,-3,-32,1,1,1,1,0,1,2,11,31,3,1
KR_6751248388,420,-8,-9,-2,-1,1,-1,-1,0,-3,4,-4,-1,1,1
KR_6751559299,440,-6,-2,30,1,1,1,0,0,-1,-8,-4,-4,4,1
KR_6750970303,420,8,6,-3,1,1,1,1,0,2,4,0,24,2,1
KR_6748210571,420,8,4,29,-1,1,-1,-1,0,3,-4,-7,42,6,1
KR_6746170313,420,-17,-8,-4,-1,1,1,1,0,-5,-4,-55,-4,5,1
KR_6748473385,420,14,13,-1,-1,1,1,1,0,5,1,2,20,4,1
KR_6750203933,420,-5,-3,24,-1,-1,1,1,0,2,4,0,-5,5,1
KR_6734701231,420,-4,7,-28,1,-1,1,1,0,4,0,26,17,2,1
KR_6733353368,420,0,1,39,1,-1,-1,0,0,0,2,-12,-29,5,1
KR_6751405582,440,-3,-1,49,-1,1,1,0,0,-1,-5,-28,-4,1,1
KR_6752364315,420,5,4,39,1,0,-1,0,0,1,4,-12,-28,0,1
KR_6740259355,420,11,5,12,-1,1,1,0,0,4,-2,12,32,6,1
KR_6736292022,420,-6,-3,-7,1,1,1,0,0,0,-3,-5,15,5,1
KR_6734643839,420,15,15,81,1,1,1,1,0,7,7,-5,19,4,1
KR_6746098506,420,4,6,3,1,-1,-1,1,0,3,1,37,55,6,1
KR_6737336292,420,19,12,45,1,1,-1,1,0,3,3,6,-45,2,1
KR_6747051339,420,13,6,67,-1,1,-1,1,0,6,3,-29,-13,5,1
KR_6747299239,420,-12,-7,20,-1,1,-1,0,0,-2,-3,0,10,1,1
KR_6712340996,420,-3,-2,-17,1,-1,1,1,0,-1,4,-10,14,4,1
KR_6737492777,420,25,15,42,1,1,1,1,0,3,1,8,11,2,1
KR_6747083503,420,15,10,8,1,-1,1,-1,0,1,-4,5,-8,1,1
KR_6747005652,420,5,5,28,1,-1,1,1,0,1,-7,0,-5,6,1
KR_6743607268,420,-3,5,104,-1,1,1,1,0,6,-1,41,32,6,1
KR_6743513554,420,9,10,59,-1,1,1,1,0,5,-5,6,60,2,1
KR_6745405264,420,9,6,-9,1,-1,1,1,0,3,1,6,5,4,1
KR_6751168248,420,22,21,71,1,-1,1,1,0,8,7,-3,52,2,1
KR_6749942210,420,-1,5,58,-1,1,1,1,0,1,-5,-111,35,6,1
KR_6745331115,420,6,11,89,1,1,1,1,0,3,0,-22,19,1,1
KR_6746252623,440,-1,1,52,-1,1,-1,1,0,3,0,4,-1,4,1
KR_6748557204,420,4,-1,-18,-1,-1,1,1,0,-1,-4,-19,-10,6,1
KR_6736279184,420,4,3,43,1,1,1,1,0,5,-3,-4,8,4,1
KR_6741010424,420,-4,0,55,1,1,1,1,0,3,0,-4,12,5,1
KR_6752827235,420,-12,-5,81,1,1,1,0,0,1,-4,-2,35,2,1
KR_6751339370,420,9,1,72,1,-1,-1,1,0,0,-4,3,-18,4,1
KR_6751063167,420,19,10,50,-1,1,-1,1,0,3,2,0,12,5,1
KR_6732541513,420,-5,-5,-29,-1,-1,1,-1,0,-1,2,-34,28,3,1
KR_6751543087,420,14,10,-23,1,1,-1,1,0,0,-2,-1,11,4,1
KR_6751781345,420,15,9,56,1,1,1,1,0,3,-1,-1,28,3,1
KR_6751569136,420,-9,-2,21,1,-1,-1,0,0,0,-4,2,-16,2,1
KR_6738464723,420,17,14,96,1,1,1,1,0,8,0,21,61,1,1
KR_6736035835,420,-3,4,-18,-1,0,1,1,0,-1,1,5,-44,0,1
KR_6735921627,420,7,0,40,-1,-1,1,1,0,1,-6,1,-4,4,1
KR_6750180091,420,14,15,-5,1,-1,1,1,0,5,1,-3,12,3,1
KR_6732434212,420,9,8,5,-1,1,-1,-1,0,3,0,-29,23,5,1
KR_6748624166,420,8,4,37,-1,1,-1,1,0,1,6,-236,-15,2,1
KR_6745104462,420,2,10,5,1,-1,1,1,0,4,0,32,20,6,1
KR_6749750447,420,6,4,34,-1,1,1,1,0,1,10,-4,-3,2,1
KR_6744605762,420,7,4,14,1,-1,1,0,0,1,4,-1,19,4,1
KR_6729044522,420,-1,2,-4,1,1,1,1,0,-4,-3,7,5,1,1
KR_6744169214,420,6,2,15,-1,-1,-1,-1,0,2,5,-4,-8,3,1
KR_6741590360,420,11,8,-21,-1,1,1,1,0,3,2,39,29,4,1
KR_6752504238,420,7,10,16,-1,1,-1,-1,0,4,-2,26,40,4,1
KR_6748172879,420,5,0,-79,-1,1,-1,-1,0,0,-4,-37,-13,5,1
KR_6748841059,420,4,7,27,-1,-1,1,0,0,3,11,-6,21,6,1
KR_6745924654,420,1,5,48,1,1,1,1,0,2,2,-13,5,3,1
KR_6735475199,420,4,5,3,-1,-1,-1,1,0,3,-1,-20,-9,4,1
KR_6729157070,420,6,5,11,-1,1,1,1,0,3,6,-5,13,4,1
KR_6734236147,420,5,5,-8,1,1,-1,1,0,3,-3,10,1,1,1
KR_6745379192,420,-6,2,44,-1,1,1,1,0,2,0,10,-1,5,1
KR_6737293709,420,6,4,53,1,1,1,1,0,3,1,74,9,2,1
KR_6751144581,420,9,10,57,1,1,1,1,0,3,6,-28,24,4,1
KR_6743734710,420,8,3,-24,1,1,-1,-1,0,-2,-1,-29,-15,1,1
KR_6753279142,420,18,11,-29,1,1,1,1,0,1,0,2,20,6,1
KR_6747570764,420,9,4,54,1,-1,1,-1,0,1,3,3,-4,2,1
KR_6746653750,420,9,6,65,-1,1,1,1,0,3,-21,39,24,4,1
KR_6745766198,420,20,5,21,1,1,-1,-1,0,3,4,5,7,5,1
KR_6738154190,420,15,13,109,-1,1,1,1,0,8,6,6,8,5,1
KR_6744000982,420,-5,-1,15,1,1,1,1,0,-4,9,-32,6,2,1
KR_6738723396,420,17,13,24,1,1,-1,1,0,3,-12,-22,18,3,1
KR_6737248432,420,1,3,35,-1,1,-1,-1,0,2,2,5,36,5,1
KR_6749245316,420,-15,-6,13,-1,-1,-1,0,0,0,-9,9,4,3,1
KR_6751212663,420,3,7,78,1,-1,1,1,0,1,-1,5,-20,6,1
KR_6752054424,420,8,9,-11,1,1,1,1,0,6,0,1,44,2,1
KR_6742202032,420,10,7,69,1,1,-1,1,0,2,-5,8,7,5,1
KR_6751865910,420,-4,6,17,-1,1,-1,1,0,3,-3,-67,24,1,1
KR_6749686775,440,17,21,107,-1,1,1,1,0,8,2,-59,15,6,1
KR_6749374314,420,10,12,68,1,1,1,1,0,4,-1,34,-3,3,1
KR_6744200139,420,11,11,-2,-1,1,1,1,0,3,-8,14,3,4,1
KR_6750655497,420,13,11,54,1,1,1,1,0,2,3,6,9,4,1
KR_6752350122,420,10,8,3,-1,1,-1,-1,0,2,-4,-5,-6,1,1
KR_6745747932,420,-4,0,0,1,-1,1,-1,0,-3,3,-221,-8,6,1
KR_6738279356,420,3,4,-17,-1,-1,1,1,0,0,1,-25,-27,6,1
KR_6746716256,420,18,19,39,1,1,-1,1,0,4,-4,17,-12,3,1
KR_6737320348,420,-3,2,102,1,1,-1,-1,0,3,-5,16,11,6,1
KR_6731998770,420,4,7,-16,-1,1,1,1,0,5,2,23,8,4,1
KR_6750281209,420,9,9,76,1,1,-1,1,0,3,-3,2,-4,4,1
KR_6714886186,420,-1,-1,-17,1,-1,1,0,0,-1,2,13,16,4,1
KR_6745725998,420,9,4,-3,1,1,-1,-1,0,1,1,6,12,3,1
KR_6729839012,420,3,-2,8,-1,-1,1,1,0,0,3,-9,-12,2,1
KR_6738825788,420,3,-1,59,-1,1,-1,1,0,3,8,-10,53,4,1
KR_6748746340,420,1,2,57,1,1,-1,1,0,2,3,4,-3,5,1
KR_6736795706,420,6,8,44,-1,1,-1,1,0,4,2,4,-1,5,1
KR_6731592860,420,6,8,21,-1,1,1,-1,0,4,2,2,27,4,1
KR_6753159460,420,6,6,-13,-1,-1,1,1,0,2,4,-16,36,4,1
KR_6748489857,420,18,10,44,1,1,-1,-1,0,3,1,-6,48,5,1
KR_6748071201,440,11,1,-15,-1,-1,-1,-1,0,1,-1,3,-28,6,1
KR_6743100974,420,0,5,89,1,1,1,1,0,3,-2,-27,8,1,1
KR_6739806512,420,12,10,36,1,-1,-1,1,0,5,-7,-1,17,1,1
KR_6747621894,420,11,6,32,-1,1,1,1,0,-1,-1,-2,-24,6,1
KR_6736494951,420,4,4,-6,1,1,-1,1,0,0,1,-7,20,2,1
KR_6745496846,420,14,9,98,-1,-1,-1,1,0,3,30,-25,-8,5,1
KR_6741576117,420,18,7,13,-1,1,-1,-1,0,-1,1,9,1,5,1
KR_6747969214,440,3,5,48,-1,1,1,1,0,2,-4,23,28,3,1
KR_6744833677,420,10,-1,-35,-1,-1,1,-1,0,-1,1,8,4,2,1
KR_6745031210,420,8,12,86,1,1,1,1,0,2,0,56,-50,5,1
KR_6748951220,420,10,6,22,-1,1,1,1,0,2,-4,-13,-6,4,1
KR_6733818789,420,9,2,22,1,-1,-1,1,0,0,-2,37,-8,3,1
KR_6749080222,440,7,7,43,1,0,1,1,0,3,5,-3,-5,0,1
KR_6739816749,420,5,1,39,-1,-1,1,1,0,2,5,-7,16,6,1
KR_6741005581,420,-3,-5,-22,1,1,-1,1,0,-4,-2,50,-5,4,1
KR_6750455532,420,-4,1,42,1,1,-1,1,0,1,3,-7,18,3,1
KR_6735540928,440,8,8,-16,1,-1,1,1,0,3,4,40,13,1,1
KR_6743580680,420,5,5,-11,1,1,-1,1,0,2,-3,-25,-16,2,1
KR_6742332637,420,20,8,28,1,-1,1,1,0,4,-3,16,0,3,1
KR_6735145132,420,-6,1,55,1,-1,1,1,0,2,-7,-2,0,2,1
KR_6735602746,420,0,0,-6,-1,-1,-1,-1,0,0,0,5,-3,4,1
KR_6751011370,420,1,9,14,-1,0,-1,1,0,5,-1,12,-10,0,1
KR_6743505942,420,6,7,-13,1,1,1,1,0,1,-1,-10,-10,1,1
KR_6751575378,420,15,8,25,1,1,1,1,0,3,4,11,-42,2,1
KR_6752259799,420,6,0,44,-1,-1,-1,-1,0,1,5,-25,-37,5,1
KR_6747468305,420,22,15,39,1,1,1,1,0,3,1,-2,-1,3,1
KR_6748699747,420,-7,-3,-17,1,1,-1,-1,0,0,-3,14,-9,1,1
KR_6742388555,420,27,18,3,-1,-1,1,1,0,7,-2,-20,20,1,1
KR_6714138952,420,18,17,29,-1,1,1,1,0,6,0,0,-13,5,1
KR_6747897076,420,1,3,64,-1,-1,-1,1,0,2,8,0,-8,5,1
KR_6735214757,420,17,7,14,-1,-1,-1,1,0,2,-1,8,5,2,1
KR_6747851170,420,2,5,-2,1,1,1,1,0,1,1,-18,6,2,1
KR_6751393035,420,10,7,63,1,1,1,1,0,3,0,-36,23,5,1
KR_6751106340,420,7,1,81,1,-1,-1,1,0,-2,-6,38,-29,1,1
KR_6743738531,420,9,8,74,-1,1,1,1,0,6,3,-8,6,4,1
KR_6748108446,420,-3,-2,6,-1,1,1,0,0,-1,3,0,-9,4,1
KR_6741776265,420,0,2,-44,-1,-1,1,1,0,2,-6,-1,11,3,1
KR_6746564248,420,6,2,36,1,1,1,1,0,0,4,-6,-4,5,1
KR_6741970055,420,24,16,6,1,1,1,0,0,5,8,9,21,4,1
KR_6721639356,420,-9,-5,-21,-1,-1,1,-1,0,-4,-5,11,-26,5,1
KR_6750331851,420,5,3,52,1,-1,1,1,0,3,3,28,7,6,1
KR_6742270075,420,9,9,66,1,-1,1,1,0,3,3,4,-8,1,1
KR_6743298263,420,10,4,13,-1,1,-1,-1,0,2,0,4,5,3,1
KR_6729849233,420,9,7,54,1,-1,1,1,0,3,2,-31,-16,1,1
KR_6749894025,420,1,6,-13,1,1,-1,-1,0,1,-3,3,2,5,1
KR_6751542589,420,10,12,68,1,1,1,1,0,5,-4,7,23,5,1
KR_6750402889,420,5,2,-6,1,1,-1,0,0,2,1,-5,-5,1,1
KR_6731610593,420,-5,-2,-6,1,1,-1,-1,0,-3,-7,16,-17,2,1
KR_6751111035,420,-5,-1,3,1,-1,1,1,0,2,4,30,6,4,1
KR_6738951350,420,7,10,39,1,1,1,1,0,5,3,-12,21,3,1
KR_6743727068,420,6,0,24,-1,1,-1,1,0,-2,2,-8,-10,6,1
KR_6730638121,420,0,-1,86,-1,1,-1,1,0,3,7,0,16,5,1
KR_6753159526,420,20,17,84,1,-1,1,1,0,6,5,5,-7,4,1
KR_6749308032,420,7,7,66,1,1,1,1,0,4,-7,8,-2,5,1
KR_6748591859,420,6,2,6,-1,-1,1,1,0,1,-4,-85,-7,4,1
KR_6747920987,420,4,7,-8,1,-1,1,1,0,1,2,2,-2,2,1
KR_6746247216,420,21,15,65,-1,1,-1,1,0,6,3,36,17,1,1
KR_6738391006,420,8,11,35,-1,1,1,1,0,6,-1,0,39,4,1
KR_6728900061,420,-6,0,13,1,1,-1,1,0,0,0,10,0,1,1
KR_6740450236,420,7,11,117,-1,1,1,1,0,10,-3,11,65,1,1
KR_6748673737,420,18,19,3,1,1,1,1,0,5,-2,29,18,1,1
KR_6733721167,420,9,6,61,1,1,-1,1,0,0,5,0,-43,1,1
KR_6742990885,420,10,5,23,1,-1,-1,0,0,3,9,21,17,1,1
KR_6748830650,420,14,11,50,1,1,1,1,0,3,0,-8,18,3,1
